Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
The Strong Communication Group,www.strongbiz.com,,$1 - 10M,25 - 100,Business Services : Advertising; Marketing and PR,,,Box 3550,,Castlegar,Canada,BC,V1N 3W3,250.365.6035,,The Strong Communication Group Inc. is a Castlegar; BC-based company in the Business Services sector.,,,,
Clean-Scene Enterprises,www.cleans.ca,,$1 - 10M,0 - 25,Business Services : Facilities Management and Maintenance,,,4-4640 Minto Rd,,Castlegar,Canada,BC,V1N 4C1,250.365.2333,,Clean-Scene Enterprises Ltd. is a Castlegar; BC-based company in the Business Services sector.,,,,
Heritage Credit Union,www.heritagecu.com,,$1 - 10M,25 - 100,Financial Services : Credit Unions,,,100-630 17th St,,Castlegar,Canada,BC,V1N 4G7,250.365.7232,,Heritage Credit Union is a Castlegar; BC-based company in the Financial Services sector.,,,,
Castlegar Savings Credit Union,www.cascu.com,,$10 - 50M,25 - 100,Financial Services : Credit Unions,,,630 17th St,,Castlegar,Canada,BC,V1N 4G7,250.365.7232,,Castlegar Savings Credit Union is a Castlegar; BC-based company in the Financial Services sector.,,,,
4WD Magazine,www.can4x4.com,,$1 - 10M,25 - 100,Media and Entertainment : Media and Entertainment Other,,,1191 Hartman Rd,,Kelowna,Canada,BC,V1P 1C1,250.765.8575,,4WD Magazine is a Kelowna; BC-based company in the Media & Entertainment sector.,,,,
WellChoices Consulting,www.wellchoices.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,2163 Verde Vista Rd,,Kelowna,Canada,BC,V1P 1G5,250.491.3495,,WellChoices Consulting is a Kelowna; BC-based company in the Business Services sector.,,,,
AC Global Systems,www.acglobalsystems.com,,$1 - 10M,0 - 25,Business Services : Business Services Other,,,2795 Highway Dr,,Trail,Canada,BC,V1R 2T1,877.364.233331,,AC Global Systems Ltd. is a Trail; BC-based company in the Business Services sector.,,,,
Am Ford Sales,www.amford.com,,$1 - 10M,25 - 100,Retail : Automobile Dealers,,,2795 Highway Dr,,Trail,Canada,BC,V1R 2T1,250.364.0202,,Am Ford Sales Ltd is a Trail; BC-based company in the Retail sector.,,,,
Firebird Technologies,www.firebird.bc.ca,,$1 - 10M,25 - 100,Manufacturing : Aerospace and Defense,,,2950 Highway Dr,,Trail,Canada,BC,V1R 2T3,250.364.5605,,Firebird Technologies Inc. is a Trail; BC-based company in the Manufacturing sector.,,,,
Trail,www.traillibrary.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,1051 Victoria St,,Trail,Canada,BC,V1R 3T3,250.364.1731,,Trail is a Trail; BC-based company in the Consumer Services sector.,,,,
Sugar Shack Quilting,www.sugar-shack.ca,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,907 Spokane St,,Trail,Canada,BC,V1R 3W7,250.364.3309,,Sugar Shack Quilting is a Trail; BC-based company in the Business Services sector.,,,,
Teck Cominco Metals,www.trail.cominco.com,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,Trail Operations,,Trail,Canada,BC,V1R 4L8,250.364.4396,,Teck Cominco Metals Ltd. is a Trail; BC-based company in the Manufacturing sector.,,,,
Latta Financial Group,www.lattafinancial.com,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,1290 Esplanade Ave North Vancouver,,Trail,Canada,BC,V1R 4T2,604.983.2235,,Latta Financial Group Inc. is a Trail; BC-based company in the Financial Services sector.,,,,
Kootenay-Columbia School District,www.communityskillscentre.com,,$10 - 50M,100 - 250,Education : Elementary and Secondary Schools,,,1290 Esplanade Ave,,Trail,Canada,BC,V1R 4T2,250.368.2227,,Kootenay-Columbia School District is a Trail; BC-based company in the Education sector.,,,,
Woodland Equipment,www.woodlandequip.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,2015 Trans Canada Hwy W,,Kamloops,Canada,BC,V1S 1A7,250.372.2855,,Woodland Equipment is a Kamloops; BC-based company in the Business Services sector.,,,,
TerraGraphic Design,www.terragraphic.ca,,$1 - 10M,25 - 100,Other : Other,,,730 Fleming Dr,,Kamloops,Canada,BC,V1S 1B3,250.828.7968,,TerraGraphic Design is a Kamloops; BC-based company in the Other sector.,,,,
Cork 'N' Label U-Brew Inc,www.corknlabel.com,,$1 - 10M,0 - 25,Consumer Services : Consumer Services Other,,,1420 Hugh Allan Dr Unit D,,Kamloops,Canada,BC,V1S 1L8,250.851.8434,,Cork 'N' Label U-Brew Inc is a Kamloops; BC-based company in the Consumer Services sector.,,,,
Forster Restaurants,www.forsters.ca,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,1250 Rogers Way,,Kamloops,Canada,BC,V1S 1N5,250.372.5312,,Forster Restaurants Ltd is a Kamloops; BC-based company in the Business Services sector.,,,,
Inland Glass & Aluminium,www.inlandglass.ca,,$1 - 10M,0 - 25,Manufacturing : Concrete; Glass; and Building Materials,,,1820 Kryczka Pl,,Kamloops,Canada,BC,V1S 1S4,250.374.7306,,Inland Glass & Aluminium Ltd is a Kamloops; BC-based company in the Manufacturing sector.,,,,
Aluminum Curtainwall Systems,www.acsinc.ca,,$10 - 50M,100 - 250,Manufacturing : Metals Manufacturing,,,1820 Kryczka Pl,,Kamloops,Canada,BC,V1S 1S4,250.372.3600,,Aluminum Curtainwall Systems is a Kamloops; BC-based company in the Manufacturing sector.,,,,
Allweld Aluminum Svc,www.allweld-mfg.com,,$50 - 100M,100 - 250,Manufacturing : Automobiles; Boats and Motor Vehicles,,,1840 Kryczka Pl,,Kamloops,Canada,BC,V1S 1S4,250.372.2725,,Allweld Aluminum Svc is a Kamloops; BC-based company in the Manufacturing sector.,,,,
G&T Metallurgical Services,www.gtmet.com,,$10 - 50M,100 - 250,Business Services : Sales Services,,,2957 Bowers Pl,,Kamloops,Canada,BC,V1S 1W5,250.828.6157,,G&T Metallurgical Services is a Kamloops; BC-based company in the Business Services sector.,,,,
Sun Valley Office Supplies,www.pcmsys.com,,$10 - 50M,25 - 100,Wholesale and Distribution : Office Equipment and Supplies Wholesalers,,,2907 30 Ave,,Vernon,Canada,BC,V1T 2B8,250.542.3387,,Sun Valley Office Supplies Ltd is a Vernon; BC-based company in the Wholesale & Distribution sector.,,,,
Canaccord Capital - David Poggemiller,www.cashflowinvesting.ca,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,3108 30 Ave,,Vernon,Canada,BC,V1T 2C2,250.558.5431,,Canaccord Capital - David Poggemiller is a Vernon; BC-based company in the Financial Services sector.,,,,
MWH Geo-Surveys,www.mwhgeo.com,,$1 - 10M,25 - 100,Other : Other,,,388-3104 30 Ave,,Vernon,Canada,BC,V1T 2C2,250.542.9897,,MWH Geo-Surveys Ltd. is a Vernon; BC-based company in the Other sector.,,,,
Nixon Wenger,www.nixonwenger.com,,$1 - 10M,25 - 100,Business Services : Legal Services,,,3201 30 Ave,,Vernon,Canada,BC,V1T 2C6,250.542.5353,,Nixon Wenger is a Vernon; BC-based company in the Business Services sector.,,,,
FOCUSfirst Financial,www.focusfirst.ca,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,3304 30 Ave,,Vernon,Canada,BC,V1T 2C8,250.558.9995,,FOCUSfirst Financial is a Vernon; BC-based company in the Financial Services sector.,,,,
Kerr Wood Leidal Associates,www.kwl.ca,,$10 - 50M,25 - 100,Consumer Services : Consumer Services Other,,,202-3334 30 Ave,,Vernon,Canada,BC,V1T 2C8,250.503.0841,,Kerr Wood Leidal Associates Ltd. is a Vernon; BC-based company in the Consumer Services sector.,,,,
Visions Travel,www.visionstravel.net,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,3309 30 Ave,,Vernon,Canada,BC,V1T 2C9,250.558.6183,,Visions Travel Ltd is a Vernon; BC-based company in the Consumer Services sector.,,,,
Beacon Studios,www.beaconstudiosinc.com,,$1 - 10M,25 - 100,Other : Other,,,3313 32 Ave,,Vernon,Canada,BC,V1T 2E1,250.503.1065,,Beacon Studios Inc. is a Vernon; BC-based company in the Other sector.,,,,
Okanagan Valley College of Massage Therapy,www.ovcmt.com,,$1 - 10M,25 - 100,Other : Other,,,3400 30 Ave,,Vernon,Canada,BC,V1T 2E2,250.558.3718,,Okanagan Valley College of Massage Therapy Ltd. is a Vernon; BC-based company in the Other sector.,,,,
Vernon Telecommunications,www.vernontelecom.com,,$1 - 10M,25 - 100,Other : Other,,,4218 Bella Vista Rd,,Vernon,Canada,BC,V1T 2N4,250.542.3212,,Vernon Telecommunications Inc. is a Vernon; BC-based company in the Other sector.,,,,
VantageOne Financial Services,www.vantageone.net,,$10 - 50M,25 - 100,Financial Services : Banks,,,3108 33 Ave,,Vernon,Canada,BC,V1T 2N7,250.545.9251,,VantageOne Financial Services is a Vernon; BC-based company in the Financial Services sector.,,,,
Willis Associates,www.willisassociates.ca,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,100-2903 35 Ave,,Vernon,Canada,BC,V1T 2S7,250.549.2922,,Willis Associates is a Vernon; BC-based company in the Business Services sector.,,,,
Lake Country Truss,www.lakecountrytruss.ca,,$1 - 10M,0 - 25,Real Estate and Construction : Construction Equipment and Supplies,,,4609 23 St,,Vernon,Canada,BC,V1T 4K7,250.558.1423,,Lake Country Truss Ltd is a Vernon; BC-based company in the Real Estate & Construction sector.,,,,
Service Quality Measurement,www.sqmgroup.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,101-4609 23 St,,Vernon,Canada,BC,V1T 4K7,800.446.2095,,Service Quality Measurement is a Vernon; BC-based company in the Business Services sector.,,,,
Ayus Technology corp,www.ayuscorp.com,,$1 - 10M,0 - 25,Other : Other,,,3501 27 St,,Vernon,Canada,BC,V1T 4X1,800.900.6045,,Ayus Technology corp is a Vernon; BC-based company in the Other sector.,,,,
Vernon Toyota,www.vernontoyota.com,,$10 - 50M,100 - 250,Manufacturing : Automobiles; Boats and Motor Vehicles,,,4376 27 St,,Vernon,Canada,BC,V1T 4Y4,250.545.0687,,Vernon Toyota is a Vernon; BC-based company in the Manufacturing sector.,,,,
Noonan Hewson Law Office,www.noonanhewson.com,,$1 - 10M,0 - 25,Business Services : Legal Services,,,4313 27 St Ste 102,,Vernon,Canada,BC,V1T 4Y5,250.558.9930,,Noonan Hewson Law Office is a Vernon; BC-based company in the Business Services sector.,,,,
Watkin Motors,www.watkinmotors.com,,$10 - 50M,25 - 100,Retail : Automobile Dealers,,,4602 27 St,,Vernon,Canada,BC,V1T 4Y6,250.545.0611,,Watkin Motors is a Vernon; BC-based company in the Retail sector.,,,,
Briteland Agricultural Svcs,www.briteland.com,,$1 - 10M,0 - 25,Retail : Retail Other,,,3208 28 St,,Vernon,Canada,BC,V1T 4Z8,250.545.3420,,Briteland Agricultural Svcs is a Vernon; BC-based company in the Retail sector.,,,,
City of Vernon,www.vernon.ca,,$1 - 10M,0 - 25,Government : Local Government,,,3400 30 St,,Vernon,Canada,BC,V1T 5E6,250.545.1361,,City of Vernon is a Vernon; BC-based company in the Government sector.,,,,
Lunde Architect Limited,www.lunde.ca,,$1 - 10M,25 - 100,Other : Other,,,3904 31 St,,Vernon,Canada,BC,V1T 5J6,250.503.3000,,Lunde Architect Limited is a Vernon; BC-based company in the Other sector.,,,,
A-1 Machine & Welding (1986),www.a1machine.bc.ca,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,4401 31 St,,Vernon,Canada,BC,V1T 5J8,250.542.2354,,A-1 Machine & Welding (1986) Ltd. is a Vernon; BC-based company in the Manufacturing sector.,,,,
Vernon Interior Graphics,www.vernongraphics.ca,,$10 - 50M,25 - 100,Financial Services : Securities Agents and Brokers,,,2805 32 St,,Vernon,Canada,BC,V1T 5L9,250.545.8831,,Vernon Interior Graphics Ltd. is a Vernon; BC-based company in the Financial Services sector.,,,,
Speedpro Signs Plus,www.speedprosigns.com,,$1 - 10M,0 - 25,Agriculture and Mining : Farming and Ranching,,,3005 32 St,,Vernon,Canada,BC,V1T 5M4,250.545.2828,,Speedpro Signs Plus is a Vernon; BC-based company in the Agriculture & Mining sector.,,,,
Tolko Industries,www.tolko.com,,$50 - 100M,100 - 250,Manufacturing : Manufacturing Other,,,3203-30th AVE PO Box 39 Stn Main,,Vernon,Canada,BC,V1T 6M1,250.545.4411,,Tolko Industries Ltd. is a Vernon; BC-based company in the Manufacturing sector.,,,,
T L H Heliskiing,www.tlhheliskiing.com,,$1 - 10M,25 - 100,Travel; Recreation and Leisure : Travel; Recreation and Leisure Other,,,PO Box 1118 Stn Main,,Vernon,Canada,BC,V1T 6N4,250.558.5379,,T L H Heliskiing Ltd is a Vernon; BC-based company in the Travel; Recreation and Leisure sector.,,,,
Full Lotus Manufacturing Inc,www.full-lotus.com,,$1 - 10M,25 - 100,Other : Other,,,PO Box 1345 Stn Main,,Vernon,Canada,BC,V1T 6N6,250.260.3714,,Full Lotus Manufacturing Inc is a Vernon; BC-based company in the Other sector.,,,,
Westpro Machinery Inc,www.westpromachinery.com,,$10 - 50M,25 - 100,Manufacturing : Heavy Machinery,,,PO Box 726,,Vernon,Canada,BC,V1T 6N6,250.549.6710,,Westpro Machinery Inc is a Vernon; BC-based company in the Manufacturing sector.,,,,
Creative Connectors,www.creativeconnectors.com,,$1 - 10M,25 - 100,Business Services : Business Services Other,,,4211 25a Ave,,Vernon,Canada,BC,V1T 7G8,250.549.1108,,Creative Connectors Corp. is a Vernon; BC-based company in the Business Services sector.,,,,
AcuTruss Industries (1996),www.acutruss.com,,$1 - 10M,0 - 25,Real Estate and Construction : Construction Equipment and Supplies,,,4109 25 Ave,,Vernon,Canada,BC,V1T 7G9,250.545.3215,,AcuTruss Industries (1996) Ltd. is a Vernon; BC-based company in the Real Estate & Construction sector.,,,,
AcuJoist,www.acujoist.com,,$10 - 50M,25 - 100,Wholesale and Distribution : Lumber and Construction Materials Wholesalers,,,4109 25 Ave,,Vernon,Canada,BC,V1T 7G9,250.545.3215,,AcuJoist is a Vernon; BC-based company in the Wholesale & Distribution sector.,,,,
Paragon Wood Products,www.paragonwood.net,,$1 - 10M,25 - 100,Other : Other,,,PO Box 1538 Stn Main,,Vernon,Canada,BC,V1T 8C2,250.549.3774,,Paragon Wood Products is a Vernon; BC-based company in the Other sector.,,,,
Vintage Valley Mortgage,www.homeloan.ca,,$1 - 10M,25 - 100,Other : Other,,,5300 26 St,,Vernon,Canada,BC,V1T 8G3,250.260.7070,,Vintage Valley Mortgage is a Vernon; BC-based company in the Other sector.,,,,
Darford Industries,www.darford.com,,$1 - 10M,25 - 100,Manufacturing : Manufacturing Other,,,1710 Kosmina Rd Unit 107,,Vernon,Canada,BC,V1T 8T2,250.545.4430,,Darford Industries Ltd is a Vernon; BC-based company in the Manufacturing sector.,,,,
Marcels Equipment,www.gwequipment.com,,$50 - 100M,100 - 250,Manufacturing : Manufacturing Other,,,1600 Kosmina Rd,,Vernon,Canada,BC,V1T 8T2,250.549.4232,,Marcels Equipment Ltd is a Vernon; BC-based company in the Manufacturing sector.,,,,
D C T Chambers Trucking,www.dctchambers.com,,$1 - 10M,0 - 25,Transportation and Storage : Transportation and Storage Other,,,600 Waddington Dr,,Vernon,Canada,BC,V1T 8T6,250.549.2157,,D C T Chambers Trucking Ltd is a Vernon; BC-based company in the Transportation & Storage sector.,,,,
QPM Products Corporation,www.qpmproducts.com,,$1 - 10M,25 - 100,Business Services : Advertising; Marketing and PR,,,2-740 Fairweather Rd,,Vernon,Canada,BC,V1T 8T9,800.211.3366,,QPM Products Corporation is a Vernon; BC-based company in the Business Services sector.,,,,
Quickturn Production Machining,www.quickturnmachine.com,,$1 - 10M,25 - 100,Transportation and Storage : Air Couriers and Cargo Services,,,2-740 Fairweather Rd,,Vernon,Canada,BC,V1T 8T9,250.549.2320,,Quickturn Production Machining is a Vernon; BC-based company in the Transportation & Storage sector.,,,,
Aegis Systems Canada,www.aegissystems.com,,$1 - 10M,25 - 100,Computers and Electronics : Computers and Electronics Other,,,2179 11 Ave,,Vernon,Canada,BC,V1T 8V7,250.542.7004,,Aegis Systems Canada Inc. is a Vernon; BC-based company in the Computers & Electronics sector.,,,,
AVS Systems Inc,www.avssystems.ca,,$1 - 10M,25 - 100,Other : Other,,,100 Kalamalka Lake Rd,,Vernon,Canada,BC,V1T 9G1,250.558.0726,,AVS Systems Inc is a Vernon; BC-based company in the Other sector.,,,,
Summit Environmental Conslnts,www.summit-environmental.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,100 Kalamalka Lake Rd,,Vernon,Canada,BC,V1T 9G1,250.545.3672,,Summit Environmental Conslnts is a Vernon; BC-based company in the Consumer Services sector.,,,,
Interior Savings Estate Planning,www.interiorsavings.com,,$1 - 10M,25 - 100,Business Services : Accounting and Tax Preparation,,,201-4301 32 St,,Vernon,Canada,BC,V1T 9G8,250.549.9105,,Interior Savings Estate Planning is a Vernon; BC-based company in the Business Services sector.,,,,
Okanagan Trend West Master Builder,www.okanagantrendwest.com,,$1 - 10M,25 - 100,Other : Other,,,PO Box 20069 RPO Shoppers North,,Vernon,Canada,BC,V1T 9L4,250.558.0415,,Okanagan Trend West Master Builder Ltd. is a Vernon; BC-based company in the Other sector.,,,,
Synergy Sense Consulting,www.bettertogether.ca,,$1 - 10M,25 - 100,Business Services : Management Consulting,,,4001 Cascade Dr,,Vernon,Canada,BC,V1T 9M2,250.503.3199,,Synergy Sense Consulting is a Vernon; BC-based company in the Business Services sector.,,,,
Designers Gallery,www.designersgallerycanada.com,,$1 - 10M,25 - 100,Other : Other,,,304-2520 53 Ave,,Vernon,Canada,BC,V1T 9W8,250.542.5955,,Designers Gallery is a Vernon; BC-based company in the Other sector.,,,,
DD Beverage Co.,www.beaverbuzz.com,,$1 - 10M,25 - 100,Manufacturing : Nonalcoholic Beverages,,,390 Clifton Rd N,,Kelowna,Canada,BC,V1V 1M1,888.883.2899,,DD Beverage Co. is a Kelowna; BC-based company in the Manufacturing sector.,,,,
Money Minders Financial Services,www.money-software.com,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,2371 Silver Pl,,Kelowna,Canada,BC,V1V 1M9,250.979.0342,,Money Minders Financial Services Inc. is a Kelowna; BC-based company in the Financial Services sector.,,,,
IPV Gateways,www.ipvgateways.com,,$1 - 10M,25 - 100,Telecommunications : Video and Teleconferencing,,,276 Clifton Rd N,,Kelowna,Canada,BC,V1V 1N3,905.841.9218,,IPV Gateways is a Kelowna; BC-based company in the Telecommunications sector.,,,,
Carson Air,www.carsonair.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,6197 Airport Way,,Kelowna,Canada,BC,V1V 1S1,250.765.7776,,Carson Air Ltd is a Kelowna; BC-based company in the Consumer Services sector.,,,,
Flair Airlines,www.flairair.ca,,$1 - 10M,0 - 25,Business Services : Accounting and Tax Preparation,,,5655 Airport Way,,Kelowna,Canada,BC,V1V 1S1,604.740.0850,,Flair Airlines Ltd is a Kelowna; BC-based company in the Business Services sector.,,,,
Northern Air Support,www.northernairsupport.com,,$1 - 10M,25 - 100,Other : Other,,,6285 Airport Way,,Kelowna,Canada,BC,V1V 1S1,250.765.0100,,Northern Air Support Ltd is a Kelowna; BC-based company in the Other sector.,,,,
Kelowna Flightcraft,www.flightcraft.ca,,$10 - 50M,25 - 100,Transportation and Storage : Air Couriers and Cargo Services,,,5655 Airport Way,,Kelowna,Canada,BC,V1V 1S1,250.491.5500,,Kelowna Flightcraft Ltd. is a Kelowna; BC-based company in the Transportation & Storage sector.,,,,
Indus Systems,www.indsys.ca,,$1 - 10M,25 - 100,Other : Other,,,560 San Cabrio Crt,,Kelowna,Canada,BC,V1V 1S8,604.595.2432,,Indus Systems; Inc. is a Kelowna; BC-based company in the Other sector.,,,,
Borgata Lodge Hotel,www.borgatalodge.net,,$1 - 10M,0 - 25,Travel; Recreation and Leisure : Hotels; Motels and Lodging,,,3185 Via Centrale,,Kelowna,Canada,BC,V1V 2A7,250.491.0881,,Borgata Lodge Hotel is a Kelowna; BC-based company in the Travel; Recreation and Leisure sector.,,,,
Flight Motion Simulators,www.mydreamflyer.com,,$1 - 10M,0 - 25,Computers and Electronics : Consumer Electronics; Parts and Repair,,,1-230 Lougheed Rd,,Kelowna,Canada,BC,V1V 2M1,250.765.8359,,Flight Motion Simulators Inc. is a Kelowna; BC-based company in the Computers & Electronics sector.,,,,
Friend Management,www.friendmgt.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,2168 Chilcotin Cres,,Kelowna,Canada,BC,V1V 2M8,250.862.2457,,Friend Management is a Kelowna; BC-based company in the Consumer Services sector.,,,,
McKnight & Associates,www.mcknightandassociates.ca,,$1 - 10M,25 - 100,Other : Other,,,2168 Chilcotin Cres,,Kelowna,Canada,BC,V1V 2M8,250.862.2457,,McKnight & Associates is a Kelowna; BC-based company in the Other sector.,,,,
Personnel Systems,www.perssyst.com,,$1 - 10M,25 - 100,Other : Other,,,100-2283 Capistrano Dr,,Kelowna,Canada,BC,V1V 2M9,250.491.9671,,Personnel Systems is a Kelowna; BC-based company in the Other sector.,,,,
Atomic 55 Productions,www.atomic55.net,,$1 - 10M,25 - 100,Other : Other,,,255 Still Pond Pl,,Kelowna,Canada,BC,V1V 2R8,250.763.9453,,Atomic 55 Productions is a Kelowna; BC-based company in the Other sector.,,,,
KRF Enterprises,www.krfenterprises.com,,$1 - 10M,25 - 100,Other : Other,,,1-3310 Appaloosa Rd,,Kelowna,Canada,BC,V1V 2W5,250.212.1069,,KRF Enterprises is a Kelowna; BC-based company in the Other sector.,,,,
FedoraTek,www.fedoratek.com,,$1 - 10M,25 - 100,Other : Other,,,1260 Long Ridge Dr,,Kelowna,Canada,BC,V1V 2X3,403.512.8232,,FedoraTek Inc. is a Kelowna; BC-based company in the Other sector.,,,,
Norlock Refrigeration,www.norlockrefrigeration.com,,$1 - 10M,25 - 100,Other : Other,,,13-4524 Eldorado Crt,,Kelowna,Canada,BC,V1W 1G3,250.764.7834,,Norlock Refrigeration is a Kelowna; BC-based company in the Other sector.,,,,
Electric Bard,www.electricbard.com,,$1 - 10M,25 - 100,Computers and Electronics : IT and Network Services and Support,,,4438 Pinegrove Rd,,Kelowna,Canada,BC,V1W 1Z1,250.764.7691,,Electric Bard is a Kelowna; BC-based company in the Computers & Electronics sector.,,,,
Safeguard Okanagan,www.safeguardokanagan.com,,$1 - 10M,25 - 100,Other : Other,,,2068 Parsons Rd,,Kelowna,Canada,BC,V1W 2X1,250.861.8662,,Safeguard Okanagan is a Kelowna; BC-based company in the Other sector.,,,,
Speedy Search @ Registry,www.speedysearch.ca,,$1 - 10M,25 - 100,Other : Other,,,2365 Gordon Dr,,Kelowna,Canada,BC,V1W 3C2,250.763.9977,,Speedy Search '@ Registry is a Kelowna; BC-based company in the Other sector.,,,,
Jasmur Holdings,www.jasmur.com,,$1 - 10M,0 - 25,Financial Services : Personal Financial Planning and Private Banking,,,463 Cascia Dr,,Kelowna,Canada,BC,V1W 3C7,250.764.3087,,Jasmur Holdings Ltd. is a Kelowna; BC-based company in the Financial Services sector.,,,,
Hotel Eldorado,www.eldoradokelowna.com,,$1 - 10M,0 - 25,Travel; Recreation and Leisure : Hotels; Motels and Lodging,,,500 Cook Rd,,Kelowna,Canada,BC,V1W 3G9,250.763.7500,,Hotel Eldorado is a Kelowna; BC-based company in the Travel; Recreation and Leisure sector.,,,,
CKLZ-FM,www.ckov63.com,,$1 - 10M,25 - 100,Media and Entertainment : Media and Entertainment Other,,,3805 Lakeshore Rd,,Kelowna,Canada,BC,V1W 3K6,250.763.1047,,CKLZ-FM is a Kelowna; BC-based company in the Media & Entertainment sector.,,,,
Manteo Resort,www.manteo.com,,$1 - 10M,25 - 100,Travel; Recreation and Leisure : Hotels; Motels and Lodging,,,3762 Lakeshore Rd,,Kelowna,Canada,BC,V1W 3L4,250.860.1031,,Manteo Resort is a Kelowna; BC-based company in the Travel; Recreation and Leisure sector.,,,,
iMotion Marketing,www.imotionmarketing.com,,$1 - 10M,25 - 100,Business Services : Advertising; Marketing and PR,,,9-3151 Lakeshore Rd,,Kelowna,Canada,BC,V1W 3S9,250.763.4166,,iMotion Marketing Inc. is a Kelowna; BC-based company in the Business Services sector.,,,,
Economic Development Commission,www.edccord.com,,$10 - 50M,100 - 250,Business Services : Business Services Other,,,1450 K.L.O. Rd,,Kelowna,Canada,BC,V1W 3Z4,250.469.6280,,Economic Development Commission is a Kelowna; BC-based company in the Business Services sector.,,,,
Gallaghers Canyon Golf Resort,www.golfbc.com,,$1 - 10M,25 - 100,Travel; Recreation and Leisure : Participatory Sports and Recreation,,,4320 Gallaghers Dr W,,Kelowna,Canada,BC,V1W 3Z9,250.861.4240,,Gallaghers Canyon Golf Resort is a Kelowna; BC-based company in the Travel; Recreation and Leisure sector.,,,,
Dendy Orchards,www.dendy.ca,,$1 - 10M,25 - 100,Other : Other,,,PO Box 28100 RPO East Kelowna,,Kelowna,Canada,BC,V1W 4A6,250.860.3537,,Dendy Orchards Ltd is a Kelowna; BC-based company in the Other sector.,,,,
Arthon Construction,www.arthon.com,,$1 - 10M,25 - 100,Real Estate and Construction : Real Estate and Construction Other,,,PO Box 29001 RPO Okanagan Miss.,,Kelowna,Canada,BC,V1W 4A7,250.764.6144,,Arthon Construction Ltd. is a Kelowna; BC-based company in the Real Estate & Construction sector.,,,,
QAM - Quality Assurance Management,www.qualityassurancemanagement.com,,$1 - 10M,25 - 100,Other : Other,,,PO Box 28191 RPO Okanagan Mission,,Kelowna,Canada,BC,V1W 4A7,888.869.2209,,QAM - Quality Assurance Management is a Kelowna; BC-based company in the Other sector.,,,,
Interarc Design,www.interarc.net,,$1 - 10M,25 - 100,Other : Other,,,4113 Wallace Hill Rd,,Kelowna,Canada,BC,V1W 4B6,250.861.4090,,Interarc Design Inc. is a Kelowna; BC-based company in the Other sector.,,,,
TradeCan Systems,www.tradecan.com,,$1 - 10M,25 - 100,Other : Other,,,383 Uplands Crt,,Kelowna,Canada,BC,V1W 4J7,250.764.2729,,TradeCan Systems Inc. is a Kelowna; BC-based company in the Other sector.,,,,
Carlar Hospitality Consulting,www.carlar.com,,$1 - 10M,25 - 100,Consumer Services : Consumer Services Other,,,498 Okaview Rd,,Kelowna,Canada,BC,V1W 4M1,250.764.8926,,Carlar Hospitality Consulting is a Kelowna; BC-based company in the Consumer Services sector.,,,,
Summerhill Winery,www.summerhill.bc.ca,,$1 - 10M,0 - 25,Manufacturing : Alcoholic Beverages,,,4870 Chute Lake Rd 3,,Kelowna,Canada,BC,V1W 4M3,250.764.8000,,Summerhill Winery is a Kelowna; BC-based company in the Manufacturing sector.,,,,
Imagination Machine Works,www.imworks.ca,,$1 - 10M,25 - 100,Other : Other,,,3174 Prospect Rd,,Kelowna,Canada,BC,V1W 4P7,250.764.0645,,Imagination Machine Works is a Kelowna; BC-based company in the Other sector.,,,,
Vacanza Destinations,www.vacanzaitaly.com,,$1 - 10M,0 - 25,Travel; Recreation and Leisure : Travel Agents and Services,,,103-5309 Main St,,Kelowna,Canada,BC,V1W 4V3,250.764.3039,,Vacanza Destinations Inc. is a Kelowna; BC-based company in the Travel; Recreation and Leisure sector.,,,,
Peterson; Dr Brian D Inc,www.okanaganhealth.ca,,$1 - 10M,25 - 100,Healthcare; Pharmaceuticals; and Biotech : Doctors and Health Care Practitioners,,,3320 Richter St,,Kelowna,Canada,BC,V1W 4V5,250.868.9099,,Peterson; Dr Brian D Inc is a Kelowna; BC-based company in the Healthcare; Pharmaceuticals; & Biotech sector.,,,,
