Company Name,Company Website,Company Logo,Company Size Revenue,Company Size Employees,Industry,Email Pattern,Leadership Page,Address,Address 2,City,Country,State,Zip Code,Phone,Fax,About Company,Facebook Link,Linkedin Link,Twitter Link,Google+ Link
CNN News Group Cable News Network,www.cnn.com,,$500M-1 Billion,1K-10K,Media & Entertainment : Media & Entertainment Other,,,1 Cnn Ctr NW,,Atlanta,United States,GA,30303-2762,404.827.1600,,CNN.com delivers up-to-the-minute news and information on the latest top stories; weather; entertainment; politics and more.                       ,,,,
CNS Communications LLC,www.cnscommunications.com,,$1-10 Million,25-100,Consumer Services : Consumer Services Other,,,16631 N 91st St Ste 107,,Scottsdale,United States,AZ,85260-1525,480.473.2440,,CNS Communications LLC is one of the leading providers in Consumer Services.  It is based in Scottsdale; AZ.  To find more information about CNS Communications LLC; please visit www.cnscommunications.com.,,,,
Chernoff Newman,www.cnsg.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,1411 Gervais St,,Columbia,United States,SC,29201-3342,803.254.8158,,Chernoff Newman is one of the leading providers in Business Services.  It is based in Columbia; SC.  To find more information about Chernoff Newman; please visit www.cnsg.com.,,,,
Clearwater County,www.co.clearwater.mn.us,,$1-10 Million,25-100,Government : Government Other,,,RR 2 Box 519,,Hinckley,United States,MN,55037-9416,218.694.6520,,Clearwater County is one of the leading providers in Government.  It is based in Hinckley; MN.  To find more information about Clearwater County; please visit www.co.clearwater.mn.us.,,,,
County of Napa; California,www.co.napa.ca.us,,$1-10 Million,100-250,Government : Government Other,,,1195 3rd St Ste b10,,Napa,United States,CA,94559-3097,707.253.4421,,County of Napa; California is one of the leading providers in Government.  It is based in Napa; CA.  To find more information about County of Napa; California; please visit www.co.napa.ca.us.,,,,
co.wood.tx,www.co.wood.tx.us,,$0-1 Million,25-100,Government : Government Other,,,PO Box 389,,Quitman,United States,TX,75783-0389,903.763.5516,,co.wood.tx is one of the leading providers in Government.  It is based in Quitman; TX.  To find more information about co.wood.tx; please visit www.co.wood.tx.us.,,,,
Coach America,www.coachamerica.com,,$10-50 Million,1K-10K,Transportation & Storage : Transportation & Storage Other,,,8150 N Central Expy Ste m1000,,Dallas,United States,TX,75206-1863,972.354.3500,,Coach America is one of the leading providers in Transportation & Storage.  It is based in Dallas; TX.  To find more information about Coach America; please visit www.coachamerica.com.,,,,
Coastal Industries,www.coastalind.com,,$10-50 Million,100-250,Wholesale & Distribution : Wholesale & Distribution Other,,,3700 Saint Johns Industrial Pkwy W,,Jacksonville,United States,FL,32246-7653,800.874.8601,,Coastal Industries was founded in 1972 by William M. Cobb with the mission to create the industry’s finest bath and shower enclosures.                 ,,,,
Coastal Software & Consulting; Inc.,www.coastalsoftware.com,,$1-10 Million,0-25,Software & Internet : Software & Internet Other,,,5500 NE 109th Ct Ste L,,Vancouver,United States,WA,98662-6104,360.891.6174,,Coastal Software & Consulting; Inc. is one of the leading providers in Software & Internet.  It is based in Vancouver; WA.  To find more information about Coastal Software & Consulting; Inc.; please visit www.coastalsoftware.com.,,,,
Coastal States Bank,www.coastalstatesbank.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,26561 Rancho Pkwy S,,Lake Forest,United States,CA,92630-8301,949.753.9292 x244,,Coastal States Bank is one of the leading providers in Financial Services.  It is based in Lake Forest; CA.  To find more information about Coastal States Bank; please visit www.coastalstatesbank.com,,,,
Coastwide Laboratories,www.coastwidelabs.com,,$1-10 Million,250-1000,Wholesale & Distribution : Wholesale & Distribution Other,,,10000 SW Commerce Cir,,Wilsonville,United States,OR,97070-6613,503.218.4900,,Coastwide Laboratories; the leading Pacific Northwest distributor of janitorial and sanitary maintenance products; is an innovator in manufacturing green cleaning chemicals.                  ,,,,
Cobb Energy,www.cobbenergy.com,,$100-250 Million,1K-10K,Consumer Services : Consumer Services Other,,,1000 Emc Pkwy NE,,Marietta,United States,GA,30060-7908,770.429.2100,,Cobb Energy is one of the leading providers in Consumer Services.  It is based in Marietta; GA.  To find more information about Cobb Energy; please visit www.cobbenergy.com.,,,,
Cobb Energy,www.cobbenergy.com,,$100-250 Million,1K-10K,Consumer Services : Consumer Services Other,,,1000 Emc Pkwy NE,,Marietta,United States,GA,30060-7908,770.429.2100,,Cobb Energy is one of the leading providers in Consumer Services.  It is based in Marietta; GA.  To find more information about Cobb Energy; please visit www.cobbenergy.com.,,,,
Cobham Corporate North America,www.cobham.com,,$500M-1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,2121 Crystal Dr Ste 625,,Arlington,United States,VA,22202-3797,703.414.5300,,Cobham Corporate North America is one of the leading providers in Manufacturing.  It is based in Arlington; VA.  To find more information about Cobham Corporate North America; please visit www.cobham.com.,,,,
CoBiz Financial Inc.,www.cobizbank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,2359 Perimeter Pointe Pkwy,,Charlotte,United States,NC,28208-6833,704.426.6055,,CoBiz Financial Inc. is one of the leading providers in Financial Services.  It is based in Charlotte; NC.  To find more information about CoBiz Financial Inc.; please visit www.cobizbank.com,,,,
CoBiz Financial Inc.,www.cobizbank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,15 14th St S,,Great Falls,United States,MT,59401-3800,406.454.5600,,CoBiz Financial Inc. is one of the leading providers in Financial Services.  It is based in Great Falls; MT.  To find more information about CoBiz Financial Inc.; please visit www.cobizbank.com,,,,
CoBiz Financial Inc.,www.cobizbank.com,,$50-100 Million,0-25,Financial Services : Financial Services Other,,,8907 Jamaica Ave,,Woodhaven,United States,NY,11421-2041,718.847.6333 x111,,CoBiz Financial Inc. is one of the leading providers in Financial Services.  It is based in Woodhaven; NY.  To find more information about CoBiz Financial Inc.; please visit www.cobizbank.com,,,,
International Coffee & Tea; LLC,www.coffeebean.com,,$100-250 Million,1K-10K,Retail : Retail Other,,,1945 S La Cienega Blvd,,Los Angeles,United States,CA,90034-1601,310.237.2326,,International Coffee & Tea; LLC is one of the leading providers in Retail.  It is based in Los Angeles; CA.  To find more information about International Coffee & Tea; LLC; please visit www.coffeebean.com.,,,,
Coffee Regional Medical Center,www.coffeeregional.org,,$500M-1 Billion,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1101 Ocilla Rd PO Box 1287,,Douglas,United States,GA,31533-2207,912.384.1900,,Coffee Regional Medical Center; Inc. operates a non-profit; acute care hospital in Douglas; GA. The new facility which opened in 1998 replaced the original facility constructed in Coffee Co. in 1953        ,,,,
Cogent Communications Group; Inc.,www.cogentco.com,,$250-500 Million,250-1000,Telecommunications : Telecommunications Other,,,1015 31st St NW Ste 300,,Washington,United States,DC,20007-4437,202.295.4200,,Cogent Communications Group; Inc. (Cogent) is a facilities-based provider of high-speed Internet access and Internet protocol (IP) communications services. The Company’s network is specifically designed to transmit data using IP.         ,,,,
Cognex Corporation,www.cognex.com,,$250-500 Million,250-1000,Computers & Electronics : Computers & Electronics Other,,,1 Vision Dr,,Natick,United States,MA,01760-2083,508.650.3000,,Cognex Corporation (Cognex) is a provider of vision systems; vision software; vision sensors and surface inspection systems used in manufacturing automation.                  ,,,,
Institutional Financial Markets; Inc.,www.cohenandcompany.com,,$250-500 Million,25-100,Business Services : Business Services Other,,,2929 Arch St,,Philadelphia,United States,PA,19104-2805,215.701.9555,,Institutional Financial Markets; Inc. is one of the leading providers in Business Services.  It is based in Philadelphia; PA.  To find more information about Institutional Financial Markets; Inc.; please visit www.cohenandcompany.com.,,,,
Cohen Financial; L.P.,www.cohenfinancial.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,300 Conshohocken State Rd Ste 670,,Conshohocken,United States,PA,19428-3804,610.783.4273,,Cohen Financial; L.P. is one of the leading providers in Financial Services.  It is based in Conshohocken; PA.  To find more information about Cohen Financial; L.P.; please visit www.cohenfinancial.com,,,,
The Cohen Group,www.cohengroup.net,,$10-50 Million,100-250,Business Services : Business Services Other,,,500 8th St NW,,Washington,United States,DC,20004-2131,202.863.7200,,The Cohen Group is one of the leading providers in Business Services.  It is based in Washington; DC.  To find more information about The Cohen Group; please visit www.cohengroup.net.,,,,
Cohn  & Wolfe,www.cohnwolfe.com,,$50-100 Million,100-250,Business Services : Business Services Other,,,200 5th Ave New York,,New York,United States,NY,10010-3302,212.798.9700,,Cohn & Wolfe is a strategic public relations agency dedicated to creating; building and protecting the world's most prolific brands.                   ,,,,
Cole Haan Holdings; Inc.,www.colehaan.com,,$250-500 Million,250-1000,Retail : Retail Other,,,1 Cole Haan Dr,,Yarmouth,United States,ME,04096-6706,207.846.2500,,Cole Haan Holdings; Inc. is one of the leading providers in Retail.  It is based in Yarmouth; ME.  To find more information about Cole Haan Holdings; Inc.; please visit www.colehaan.com.,,,,
Coleman College,www.coleman.edu,,$0-1 Million,0-25,Education : Education Other,,,8888 Balboa Ave,,San Diego,United States,CA,92123-1506,858.499.0202,,Coleman College is one of the leading providers in Education.  It is based in San Diego; CA.  To find more information about Coleman College; please visit www.coleman.edu,,,,
Coleman College,www.coleman.edu,,$0-1 Million,0-25,Education : Education Other,,,8888 Balboa Ave,,San Diego,United States,CA,92123-1506,858.499.0202,,Coleman College is one of the leading providers in Education.  It is based in San Diego; CA.  To find more information about Coleman College; please visit www.coleman.edu,,,,
Coleman Natural Foods; LLC,www.colemannatural.com,,$500M-1 Billion,1K-10K,Wholesale & Distribution : Wholesale & Distribution Other,,,1667 Cole Blvd Ste 300,,Golden,United States,CO,80401-3274,303.468.2500,,Our Company: Since 1875 Coleman has pioneered the natural and organic animal raising practices that represent the highest standard of meat production in the United States.             ,,,,
CollabraLink Technologies,www.collabralink.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,211 W Chicago Ave Ste 213,,Hinsdale,United States,IL,60521-3358,630.323.3100,,CollabraLink Technologies is one of the leading providers in Computers & Electronics.  It is based in Hinsdale; IL.  To find more information about CollabraLink Technologies; please visit www.collabralink.com.,,,,
Collective The Audience Engine,www.collective.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,330 Madison Ave Fl 4,,New York,United States,NY,10017-5043,888.460.9513,,Collective The Audience Engine is one of the leading providers in Business Services.  It is based in New York; NY.  To find more information about Collective The Audience Engine; please visit www.collective.com.,,,,
The College Bound Network,www.collegebound.net,,$1-10 Million,25-100,Business Services : Business Services Other,,,1200 South Ave Ste 202,,Staten Island,United States,NY,10314-3424,718.761.4800,,The College Bound Network is one of the leading providers in Business Services.  It is based in Staten Island; NY.  To find more information about The College Bound Network; please visit www.collegebound.net.,,,,
Cologix,www.cologix.com,,$0-1 Million,0-25,Telecommunications : Telecommunications Other,,,2300 15th St Ste 220,,Denver,United States,CO,80202-1136,720.230.7000,,Cologix is one of the leading providers in Telecommunications.  It is based in Denver; CO.  To find more information about Cologix; please visit www.cologix.com.,,,,
Colonial Farm Credit,www.colonialfarmcredit.com,,$0-1 Million,0-25,Real Estate & Construction : Real Estate and Construction Other,,,3701 N Clare Ave,,Harrison,United States,MI,48625-9694,989.539.2771,,Colonial Farm Credit is one of the leading providers in Real Estate & Construction.  It is based in Harrison; MI.  To find more information about Colonial Farm Credit; please visit www.colonialfarmcredit.com,,,,
Colonial Senior Service,www.colonialseniors.org,,$10-50 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,520 Eaton Ave,,Hamilton,United States,OH,45013-2716,513.856.8600,,Colonial Senior Service is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Hamilton; OH.  To find more information about Colonial Senior Service; please visit www.colonialseniors.org,,,,
Colonnas Shipyard Inc,www.colonnaship.com,,$1-10 Million,250-1000,Transportation & Storage : Transportation & Storage Other,,,400 E Indian River Rd,,Norfolk,United States,VA,23523-1756,757.545.2414,,Colonnas Shipyard Inc is one of the leading providers in Transportation & Storage.  It is based in Norfolk; VA.  To find more information about Colonnas Shipyard Inc; please visit www.colonnaship.com.,,,,
Colon And Rectal Surgery Associates Ltd,www.colonrectal.org,,$1-10 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,393 Dunlap St N Ste 500,,Saint Paul,United States,MN,55104-4206,651.312.1500,,Colon And Rectal Surgery Associates Ltd is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Saint Paul; MN.  To find more information about Colon And Rectal Surgery Associates Ltd; please visit www.colonrectal.org,,,,
Colony Bank,www.colonybank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,705 S Main St,,Plymouth,United States,MI,48170-2089,216.739.0272,,Colony Bank is one of the leading providers in Financial Services.  It is based in Plymouth; MI.  To find more information about Colony Bank; please visit www.colonybank.com,,,,
Colorado Petroleum Products Co,www.colopetro.com,,$10-50 Million,25-100,Wholesale & Distribution : Wholesale & Distribution Other,,,4100 Globeville Rd,,Denver,United States,CO,80216-4907,800.580.4080,,Colorado Petroleum Products Co is one of the leading providers in Wholesale & Distribution.  It is based in Denver; CO.  To find more information about Colorado Petroleum Products Co; please visit www.colopetro.com.,,,,
Color Spot Nurseries; Inc.,www.colorspot.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,2575 Olive Hill Rd,,Fallbrook,United States,CA,92028-9557,760.695.1430,,Color Spot Nurseries; Inc. is one of the leading providers in Business Services.  It is based in Fallbrook; CA.  To find more information about Color Spot Nurseries; Inc.; please visit www.colorspot.com.,,,,
Colortree,www.colortree.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,8000 Villa Park Dr,,Henrico,United States,VA,23228-6500,800.222.2962,,Colortree is one of the leading providers in Business Services.  It is based in Henrico; VA.  To find more information about Colortree; please visit www.colortree.com.,,,,
Collateral Risk Solutions,www.colrisk.com,,$10-50 Million,100-250,Business Services : Business Services Other,,,2020 Camino Del Rio N Ste 300,,San Diego,United States,CA,92108-1543,619.291.7110,,Collateral Risk Solutions is one of the leading providers in Business Services.  It is based in San Diego; CA.  To find more information about Collateral Risk Solutions; please visit www.colrisk.com.,,,,
Columbia College Chicago,www.colum.edu,,$0-1 Million,25-100,Education : Education Other,,,1306 S Michigan Ave,,Chicago,United States,IL,60605-2602,312.663.1600,,Columbia College is a private liberal arts women's college related to the United Methodist Church; with a legacy of developing women leaders possessing the courage; commitment; confidence and competence to build a better world.     ,,,,
Columbia Sportswear Company,www.columbia.com,,> $1 Billion,1K-10K,Manufacturing : Manufacturing Other,,,14375 NW Science Park Dr,,Portland,United States,OR,97229-5418,503.985.4000,,Columbia Sportswear Company (Columbia) is engaged in designing; sourcing; marketing and distribution of active outdoor apparel; footwear and related accessories and equipment globally.                ,,,,
Columbia Hospitality,www.columbiahospitality.com,,$10-50 Million,0-25,Business Services : Business Services Other,,,2211 Alaskan Way,,Seattle,United States,WA,98121-1604,206.239.1800,,Headquartered in Seattle; Washington; Columbia Hospitality employs nearly 1000 people throughout the Pacific Northwest to serve the needs of our upscale; award-winning hospitality venues.               ,,,,
Columbia Laboratories; Inc.,www.columbialabs.com,,$50-100 Million,25-100,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,354 Eisenhower Pkwy,,Livingston,United States,NJ,07039-1022,866.566.5636,,Columbia Laboratories; Inc. is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Livingston; NJ.  To find more information about Columbia Laboratories; Inc.; please visit www.columbialabs.com,,,,
Columbia Management Division of Bank of America,www.columbiamanagement.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,755 Benson Ln,,Libertyville,United States,IL,60048-2473,847.247.1152,,Columbia Management Division of Bank of America is one of the leading providers in Financial Services.  It is based in Libertyville; IL.  To find more information about Columbia Management Division of Bank of America; please visit www.columbiamanagement.com,,,,
Columbia St. Mary's Hospital,www.columbia-stmarys.org,,> $1 Billion,10K-50K,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2301 N Lake Dr,,Milwaukee,United States,WI,53211-4508,414.291.1000,,Over the years we have always placed the needs of those we serve as our highest priority. We have earned a reputation for providing excellent state-of-the art medical care in a family-centered; healing environment.     ,,,,
Columbus Regional Airport Authority,www.columbusairports.com,,$10-50 Million,25-100,Transportation & Storage : Transportation & Storage Other,,,4600 International Gtwy Ste 2,,Columbus,United States,OH,43219-1779,614.239.4000,,Columbus Regional Airport Authority is one of the leading providers in Transportation & Storage.  It is based in Columbus; OH.  To find more information about Columbus Regional Airport Authority; please visit www.columbusairports.com.,,,,
Comba Telecom Ltd,www.comba-telecom.com,,$1-10 Million,25-100,Telecommunications : Telecommunications Other,,,3900 Freedom Cir Ste 103,,Santa Clara,United States,CA,95054-1222,408.526.0180,,Comba Telecom Ltd is one of the leading providers in Telecommunications.  It is based in Santa Clara; CA.  To find more information about Comba Telecom Ltd; please visit www.comba-telecom.com.,,,,
Combe Incorporated,www.combe.com,,$250-500 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,1101 Westchester Ave,,West Harrison,United States,NY,10604-3503,914.461.4000,,Like everything from Combe; this family of Brimms products is famous for quality. These products reflect the exceptionally high standards Combe holds to provide customers with complete satisfaction.           ,,,,
Combined Insurance,www.combined.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,2231 Carleton St,,Berkeley,United States,CA,94704-3224,510.549.0507,,Combined Insurance is one of the leading providers in Financial Services.  It is based in Berkeley; CA.  To find more information about Combined Insurance; please visit www.combined.com,,,,
Comcast Spectacor; L.P.,www.comcast-spectacor.com,,$500M-1 Billion,250-1000,Media & Entertainment : Media & Entertainment Other,,,3601 S Broad St Ste 2,,Philadelphia,United States,PA,19148-5250,215.389.9460,,Comcast Spectacor; L.P. is one of the leading providers in Media & Entertainment.  It is based in Philadelphia; PA.  To find more information about Comcast Spectacor; L.P.; please visit www.comcast-spectacor.com.,,,,
Comdata Corporation,www.comdata.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,1515 Arapahoe St,,Denver,United States,CO,80202-3150,303.592.3800,,Comdata Corporation is one of the leading providers in Financial Services.  It is based in Denver; CO.  To find more information about Comdata Corporation; please visit www.comdata.com,,,,
Comdata Corporation,www.comdata.com,,$250-500 Million,25-100,Business Services : Business Services Other,,,5301 Maryland Way,,Brentwood,United States,TN,37027-5055,615.370.7000,,About Comdata Comdata Corporation (www.comdata.com) is a leading provider of transaction and payment services.                         ,,,,
Comedy Central,www.comedycentral.com,,$50-100 Million,1K-10K,Media & Entertainment : Media & Entertainment Other,,,345 Hudson St New York,,New York,United States,NY,10014-4502,212.767.8600,,COMEDY CENTRAL; the only all-comedy network; currently is seen in more than 95 million homes nationwide.                       ,,,,
Comfort Keepers,www.comfortkeepers.com,,$10-50 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,6640 Poe Ave Ste 200,,Dayton,United States,OH,45414-2678,937.264.1933,,Comfort Keepers is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Dayton; OH.  To find more information about Comfort Keepers; please visit www.comfortkeepers.com,,,,
Command Web Offset Company,www.commandweb.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,100 Castle Rd,,Secaucus,United States,NJ,07094-1602,201.863.8100,,Command Web Offset Company is one of the leading providers in Business Services.  It is based in Secaucus; NJ.  To find more information about Command Web Offset Company; please visit www.commandweb.com.,,,,
Commercial Tire Inc.,www.commercialtire.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,2095 E Commercial St,,Meridian,United States,ID,83642-5967,208.888.8800,,Commercial Tire offers the best prices and the best selection of name-brand tires to fit your vehicle; your budget and your type of driving.               ,,,,
Commonwealth Financial Network,www.commonwealth.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,1200 W Fulton St,,Chicago,United States,IL,60607,312.226.0310,,Commonwealth Financial Network is one of the leading providers in Financial Services.  It is based in Chicago; IL.  To find more information about Commonwealth Financial Network; please visit www.commonwealth.com,,,,
Commonwealth Electric Companies of the Midwest,www.commonwealthelectric.com,,$100-250 Million,250-1000,Real Estate & Construction : Real Estate and Construction Other,,,1901 Y St Ste 100,,Lincoln,United States,NE,68503-2406,402.474.1341,,Commonwealth Electric Companies of the Midwest is one of the leading providers in Real Estate & Construction.  It is based in Lincoln; NE.  To find more information about Commonwealth Electric Companies of the Midwest; please visit www.commonwealthelectric.com.,,,,
Communispace Corporation,www.communispace.com,,$50-100 Million,250-1000,Business Services : Business Services Other,,,290 Congress St,,Boston,United States,MA,2210,617.316.4000,,Communispace Corporation is one of the leading providers in Business Services.  It is based in Boston; MA.  To find more information about Communispace Corporation; please visit www.communispace.com.,,,,
Community 1st Bank,www.community1bank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,816 Elmwood Ave,,Buffalo,United States,NY,14222-1442,716.881.3767,,Community 1st Bank is one of the leading providers in Financial Services.  It is based in Buffalo; NY.  To find more information about Community 1st Bank; please visit www.community1bank.com,,,,
Community 1st Bank,www.community1bank.com,,$10-50 Million,0-25,Financial Services : Financial Services Other,,,1507 E Highway 7,,Montevideo,United States,MN,56265-1701,320.269.2117,,Community 1st Bank is one of the leading providers in Financial Services.  It is based in Montevideo; MN.  To find more information about Community 1st Bank; please visit www.community1bank.com,,,,
Community 1st Bank,www.community1bank.com,,$1-10 Million,25-100,Financial Services : Financial Services Other,,,100 E Main St,,Black River Falls,United States,WI,54615-1407,715.284.5333,,Community 1st Bank is one of the leading providers in Financial Services.  It is based in Black River Falls; WI.  To find more information about Community 1st Bank; please visit www.community1bank.com,,,,
Community Bank of the Bay,www.communitybankbay.com,,$0-1 Million,25-100,Financial Services : Financial Services Other,,,51 N Side Sq,,Cooper,United States,TX,75432-1936,903.395.2811,,Community Bank of the Bay is one of the leading providers in Financial Services.  It is based in Cooper; TX.  To find more information about Community Bank of the Bay; please visit www.communitybankbay.com,,,,
Community Interactions Inc,www.communityinteractions.org,,$50-100 Million,0-25,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,740 S Chester Rd,,Swarthmore,United States,PA,19081-2226,610.328.9008,,Community Interactions Inc is one of the leading providers in Healthcare; Pharmaceuticals; & Biotech.  It is based in Swarthmore; PA.  To find more information about Community Interactions Inc; please visit www.communityinteractions.org,,,,
Community Medical Center; Inc,www.communitymed.org,,$50-100 Million,100-250,Healthcare; Pharmaceuticals; & Biotech : Healthcare; Pharmaceuticals; & Biotech Other,,,2827 Fort Missoula Rd,,Missoula,United States,MT,59804-7408,406.728.4100,,CMC's Department of Pediatrics and the hospital's administration are committed to quality care for children; said Steve Carlson; CMC's president and chief executive officer.               ,,,,
Community Shores Bank Corporation,www.communityshores.com,,$50-100 Million,0-25,Financial Services : Financial Services Other,,,24370 Northwestern Hwy Ste 101,,Southfield,United States,MI,48075-2573,877.350.3990,,Community Shores Bank Corporation is one of the leading providers in Financial Services.  It is based in Southfield; MI.  To find more information about Community Shores Bank Corporation; please visit www.communityshores.com,,,,
Community West Bank,www.communitywestbank.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,118 N 7th St Ste C3,,Coeur D Alene,United States,ID,83814-2759,208.651.5042,,Community West Bank is one of the leading providers in Financial Services.  It is based in Coeur D Alene; ID.  To find more information about Community West Bank; please visit www.communitywestbank.com,,,,
Comodo,www.comodo.com,,$1-10 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,525 Washington Blvd,,Jersey City,United States,NJ,07310-1606,888.266.6361,,Comodo is one of the leading providers in Computers & Electronics.  It is based in Jersey City; NJ.  To find more information about Comodo; please visit www.comodo.com.,,,,
Compa Industries Inc,www.compa.com,,$0-1 Million,0-25,Business Services : Business Services Other,,,1314 Madeira Dr SE Ste A,,Albuquerque,United States,NM,87108-5209,505.843.8421,,COMPA Industries Inc is an Equal Employment Opportunity organization.                              ,,,,
Compass Capital Corp,www.compasscapitalcorp.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,750 Battery St Ste 430,,San Francisco,United States,CA,94111-1545,415.392.4900,,Compass Capital Corp is one of the leading providers in Business Services.  It is based in San Francisco; CA.  To find more information about Compass Capital Corp; please visit www.compasscapitalcorp.com.,,,,
CompassLearning; Inc,www.compasslearning.com,,$10-50 Million,0-25,Software & Internet : Software & Internet Other,,,203 Colorado St,,Austin,United States,TX,78701-3922,512.478.9600,,CompassLearning; Inc is one of the leading providers in Software & Internet.  It is based in Austin; TX.  To find more information about CompassLearning; Inc; please visit www.compasslearning.com,,,,
Compli,www.compli.com,,$1-10 Million,25-100,Business Services : Business Services Other,,,610 SW Broadway Ste 600,,Portland,United States,OR,97205-3407,503.294.2020,,Compli is one of the leading providers in Business Services.  It is based in Portland; OR.  To find more information about Compli; please visit www.compli.com.,,,,
Compliance11; Inc,www.compliance11.com,,$50-100 Million,25-100,Financial Services : Financial Services Other,,,11255 Olive Blvd,,Saint Louis,United States,MO,63141-7652,314.965.9910,,Compliance11; Inc is one of the leading providers in Financial Services.  It is based in Saint Louis; MO.  To find more information about Compliance11; Inc; please visit www.compliance11.com,,,,
Compliance Week,www.complianceweek.com,,$1-10 Million,25-100,Media & Entertainment : Media & Entertainment Other,,,77 N Washington St Ste 201,,Boston,United States,MA,02114-1908,888.519.9200,,Compliance Week is one of the leading providers in Media & Entertainment.  It is based in Boston; MA.  To find more information about Compliance Week; please visit www.complianceweek.com.,,,,
Computer Mainstream Corp.,www.compmaincp.com,,$0-1 Million,0-25,Computers & Electronics : Computers & Electronics Other,,,3350 Riverwood Pkwy SE Ste 1900,,Atlanta,United States,GA,30339-3372,770.618.0843,,Computer Mainstream Corp. is one of the leading providers in Computers & Electronics.  It is based in Atlanta; GA.  To find more information about Computer Mainstream Corp.; please visit www.compmaincp.com.,,,,
Compressor Systems; Inc.,www.compressor-systems.com,,$50-100 Million,100-250,Energy & Utilities : Energy & Utilities Other,,,FM 1788,,Midland,United States,TX,79706,432.563.1170,,Compressor Systems; Inc. is one of the leading providers in Energy & Utilities.  It is based in Midland; TX.  To find more information about Compressor Systems; Inc.; please visit www.compressor-systems.com.,,,,
ComPsych Corporation,www.compsych.com,,$100-250 Million,25-100,Business Services : Business Services Other,,,455 N Cityfront Plaza Dr Fl 13,,Chicago,United States,IL,60611-5322,312.595.4000,,Founded in 1984; ComPsych is the world's largest provider of employee assistance programs and is the leading provider of fully integrated EAP; behavioral health; work-life; wellness; crisis intervention services and outsourced HR solutions under the    ,,,,
Compugain Corporation,www.compugain.com,,$0-1 Million,0-25,Financial Services : Financial Services Other,,,9480 Deereco Rd,,Lutherville Timonium,United States,MD,21093-2102,410.561.2222,,Compugain Corporation is one of the leading providers in Financial Services.  It is based in Lutherville Timonium; MD.  To find more information about Compugain Corporation; please visit www.compugain.com,,,,
CompuPay; Inc.,www.compupay.com,,$10-50 Million,25-100,Business Services : Business Services Other,,,877 Executive Center Dr W Ste 250,,St Petersburg,United States,FL,33702-2474,954.874.4800,,At CompuPay; we pride ourselves in serving the payroll needs of our clients better than anyone else. Our innovative payroll and after payroll solutions are designed to meet your needs as you grow.      ,,,,
Computer 1 Products,www.computer1products.com,,$1-10 Million,25-100,Computers & Electronics : Computers & Electronics Other,,,11135 Rush St Ste A,,South El Monte,United States,CA,91733-3520,800.995.0566,,Computer 1 Products is one of the leading providers in Computers & Electronics.  It is based in South El Monte; CA.  To find more information about Computer 1 Products; please visit www.computer1products.com.,,,,
ComSonics; Inc.,www.comsonics.com,,$10-50 Million,100-250,Computers & Electronics : Computers & Electronics Other,,,1350 Port Republic Rd,,Harrisonburg,United States,VA,22801-3514,540.434.5965,,ComSonics provides quality nationwide on-site Mobile Calibration services utilizing our four precision measurement laboratories; each lab is equipped with NIST traceable calibration equipment.                ,,,,
